3,0,8011,3787
4,0,326,752
5,0,7973,780
5,1,87,13580
5,2,5265,19920
6,0,5981,8349
7,0,5814,6585
9,0,3942,14780
10,0,6925,11286
10,1,7592,22138
11,0,3287,13547
12,0,1615,3585
14,0,7957,11214
15,0,660,13803
18,0,9612,7974
20,0,7841,4228
21,0,4392,3168
23,0,8416,420
24,0,1875,2045
25,0,3578,8064
26,0,9641,4300
27,0,3662,1098
27,1,3960,3012
28,0,2823,5940
29,0,2939,24726
30,0,2147,15318
33,0,6008,9718
33,1,1150,13704
33,2,5354,14712
33,3,1111,16056
34,0,5758,2615
35,0,1994,4972
35,1,8810,8954
35,2,4058,12606
36,0,58,568
38,0,2679,24102
40,0,6206,14265
41,0,6796,4536
41,1,1024,11496
42,0,9307,21125
43,0,9462,15906
44,0,6523,6781
44,1,2496,18024
46,0,6657,4578
47,0,4621,5607
47,1,837,6328
49,0,3306,10542
51,0,6057,6402
51,1,4777,7656
51,2,2834,12518
51,3,6396,20746
52,0,5668,3575
54,0,1298,996
56,0,8119,10912
58,0,7419,8904
61,0,2895,1352
62,0,6911,9775
63,0,6953,5824
63,1,89,7680
65,0,1195,10038
66,0,5547,32
66,1,3300,493
67,0,2351,1150
67,1,6381,1254
68,0,2763,15226
71,0,5710,1866
72,0,3531,163
72,1,3061,996
73,0,4507,422
75,0,7441,3220
77,0,7551,9867
77,1,2969,16399
77,2,8627,19941
78,0,6983,21120
79,0,2354,3988
81,0,564,3888
81,1,8184,16200
82,0,9601,8460
83,0,4366,4060
85,0,8535,6660
86,0,6241,5472
88,0,2077,8320
89,0,3948,2830
89,1,8000,8140
92,0,5499,2457
92,1,8789,16380
93,0,1663,2142
93,1,963,12289
94,0,7625,3059
94,1,9926,4762
94,2,667,13460
98,0,3321,306
98,1,7486,2574
99,0,9404,20470
102,0,5541,507
102,1,9661,972
103,0,8413,6866
106,0,7253,12705
110,0,9704,2795
110,1,3502,7938
110,2,6806,19740
111,0,2416,1267
112,0,1004,564
116,0,5591,11740
117,0,137,3800
117,1,4475,4731
117,2,9081,4975
117,3,3419,10355
118,0,9859,598
120,0,5131,874
123,0,7297,16862
124,0,5001,12900
129,0,3531,4232
131,0,1891,5643
131,1,7540,6588
131,2,1939,24794
132,0,1268,12232
133,0,2549,2390
135,0,2191,10368
136,0,7150,1477
139,0,6507,4488
139,1,8645,6976
143,0,5168,2430
145,0,4017,10638
145,1,2678,10728
147,0,7293,2232
148,0,5783,1365
148,1,4712,4390
148,2,4217,20244
149,0,2106,6842
149,1,3646,8855
151,0,9952,16227
152,0,5509,4368
152,1,2660,10080
154,0,1387,415
155,0,5081,9975
155,1,6811,20625
156,0,5783,715
157,0,9858,10240
160,0,8600,1664
160,1,6562,3055
162,0,7125,6824
162,1,2523,8433
163,0,492,3514
163,1,7505,6384
164,0,2482,9710
165,0,7090,1756
167,0,3237,14130
170,0,4009,4620
171,0,9991,5565
171,1,8169,7020
172,0,4941,270
172,1,2809,8445
173,0,2554,3523
173,1,8605,5187
173,2,1579,7137
173,3,7576,10166
174,0,3917,13350
175,0,4343,4050
177,0,4729,459
177,1,2960,4021
178,0,9395,3256
179,0,5783,130
179,1,3371,1330
186,0,2706,3875
187,0,3634,1602
187,1,4382,2991
189,0,3532,2456
191,0,7379,3288
193,0,2743,2771
193,1,5068,6222
193,2,4211,13965
193,3,16,14433
194,0,6030,2544
195,0,2275,1350
196,0,5011,5440
196,1,5347,6640
196,2,8708,7220
197,0,9495,6006
198,0,625,2448
199,0,4668,4368
199,1,8088,5736
199,2,2887,6960
200,0,1932,7521
200,1,5776,19941
202,0,4193,3504
203,0,4309,405
203,1,7652,3465
203,2,8635,4896
205,0,6553,12606
206,0,5048,144
206,1,9712,4440
208,0,5464,228
208,1,7094,1748
211,0,2866,25326
213,0,669,8481
214,0,8409,22902
215,0,942,13984
216,0,9668,656
216,1,4086,981
217,0,4332,19084
217,1,6889,23114
218,0,5075,256
218,1,9305,296
218,2,7705,358
220,0,174,5148
221,0,9689,632
222,0,1697,9696
222,1,6445,11984
224,0,7878,580
224,1,1070,2645
225,0,3737,12555
226,0,9489,1029
226,1,3100,1164
228,0,9885,12649
228,1,2795,12974
229,0,9050,11078
231,0,8978,9240
231,1,2858,13860
231,2,5051,14259
234,0,1523,764
235,0,6080,3990
237,0,2709,2406
238,0,5514,19712
238,1,6152,20900
239,0,3141,6993
240,0,5548,12145
240,1,8529,15862
241,0,3731,6555
242,0,3045,3537
242,1,1571,13483
242,2,2744,23004
243,0,2794,768
244,0,9542,2521
246,0,1927,381
250,0,6092,20148
252,0,6592,8940
252,1,3926,10440
252,2,7479,14460
253,0,3408,7128
256,0,6757,24
256,1,5425,239
256,2,824,375
256,3,8815,455
256,4,2893,613
257,0,1655,15816
257,1,8579,23520
258,0,7761,21448
258,1,8612,27531
260,0,9148,1225
260,1,2687,2700
260,2,4261,13425
261,0,6126,3108
261,1,2839,24850
262,0,350,4554
263,0,3157,4843
264,0,1978,11856
264,1,9816,14144
264,2,5478,18382
265,0,903,13260
266,0,2178,4884
266,1,2534,7824
266,2,2143,9744
267,0,9704,3205
267,1,3502,7182
267,2,6806,17860
268,0,5273,320
268,1,5310,2104
268,2,8947,2592
271,0,1707,10891
272,0,8370,12544
274,0,7667,2007
274,1,483,6237
275,0,1107,1287
276,0,8374,6715
277,0,707,430
277,1,3425,3485
279,0,8730,8162
281,0,1422,476
281,1,9674,560
281,2,9373,1992
281,3,7355,3528
282,0,9391,10842
283,0,8400,1098
283,1,2395,2592
284,0,4925,1300
284,1,3717,2600
284,2,1781,8450
284,3,6549,8814
284,4,5428,10361
284,5,997,12844
285,0,4566,13804
286,0,3401,3735
287,0,3922,3260
288,0,9162,1764
288,1,1352,4152
289,0,8355,1602
290,0,2610,428
291,0,7051,1245
292,0,131,989
294,0,8827,14214
294,1,5098,16905
295,0,2914,3820
295,1,1126,5766
297,0,957,1350
297,1,3072,14265
298,0,7179,1911
298,1,4602,6955
298,2,6575,9885
299,0,7146,3474
300,0,4840,9488
300,1,4173,14240
301,0,7330,5302
301,1,7531,5544
303,0,4391,1732
303,1,6319,4939
303,2,3943,8734
304,0,4794,3255
304,1,2698,4298
305,0,5236,309
306,0,1898,79
306,1,5198,482
307,0,6276,1797
307,1,9900,2802
309,0,567,3152
309,1,970,3724
312,0,9631,707
312,1,9666,793
313,0,1264,3339
314,0,9169,4560
317,0,7565,13365
318,0,676,362
319,0,9333,1053
319,1,8147,2496
320,0,4314,1682
322,0,7238,6765
323,0,3958,3960
324,0,2702,4024
324,1,7895,7664
325,0,4444,237
325,1,3223,531
325,2,7599,891
326,0,7021,4352
326,1,7955,8483
326,2,8389,8755
326,3,6226,9662
327,0,5615,7164
328,0,6299,800
329,0,7721,395
335,0,3981,15060
335,1,3279,17032
336,0,6835,2492
339,0,5145,20979
340,0,9791,1628
341,0,363,5814
342,0,1791,1482
343,0,9151,5410
344,0,5080,14784
345,0,2081,2954
345,1,8189,3934
346,0,7472,782
346,1,8833,1934
347,0,611,13351
348,0,4368,1274
348,1,6469,1400
349,0,5783,1895
353,0,466,2230
354,0,9540,6480
356,0,6045,1788
356,1,7423,3740
357,0,4808,7336
358,0,1089,14877
359,0,2812,23072
362,0,8278,11784
363,0,6013,4151
363,1,1539,4452
363,2,1549,6531
367,0,6836,3128
367,1,3228,7344
369,0,4036,393
373,0,8471,7644
373,1,6056,9392
374,0,3448,1560
374,1,1165,5744
375,0,18,541
376,0,6473,5168
376,1,6631,7856
378,0,9623,8268
380,0,7511,1062
380,1,1930,1352
382,0,3460,1702
384,0,8941,11865
385,0,5107,169
385,1,5347,332
385,2,8708,361
385,3,1294,406
385,4,2222,650
385,5,8764,950
387,0,6031,8396
389,0,707,1032
389,1,9191,6288
389,2,3425,7767
391,0,2236,14952
391,1,3931,15675
392,0,9376,4815
393,0,2526,3740
396,0,490,4407
396,1,8985,9664
397,0,9900,17746
399,0,5670,8096
399,1,1727,9056
399,2,8305,11488
401,0,3736,2646
402,0,6893,12224
407,0,7372,420
407,1,6221,1005
408,0,597,7020
410,0,429,9464
410,1,405,18408
411,0,2922,4977
411,1,6082,5021
413,0,3224,738
413,1,6012,2574
414,0,5336,2060
414,1,4382,3988
415,0,9806,5888
416,0,9154,4662
417,0,103,5688
419,0,7441,1840
420,0,3053,77
420,1,6245,935
420,2,5432,1496
420,3,8921,6006
420,4,5175,9779
422,0,7956,567
423,0,9228,2319
424,0,1462,529
424,1,9474,617
425,0,2732,7280
426,0,2693,12192
427,0,8387,255
430,0,8194,2175
430,1,8408,2361
431,0,4209,9372
432,0,2234,884
432,1,5037,8535
432,2,9944,19994
433,0,3659,11700
436,0,9726,3840
437,0,5032,4864
440,0,5210,12964
443,0,9251,8860
445,0,5432,136
445,1,8921,546
445,2,8270,649
447,0,1596,5952
448,0,9874,12091
450,0,7896,400
450,1,7142,6860
451,0,871,506
455,0,8075,8189
457,0,7718,320
458,0,8861,9560
458,1,9548,19880
459,0,4284,6230
460,0,2187,9386
462,0,19,8547
465,0,3373,1173
465,1,4345,2406
465,2,3844,2427
466,0,5811,1199
466,1,7553,4966
467,0,2438,12374
467,1,4972,12610
